Confirmation Number,Services Offered,Target Entity,Interest Areas,Investors,Hiring Requirement,GeoLocation,Job Function,Investment Range,Investment Requirement,Services Required,Companies Raising Money,GeoLocation 
101189463,,,,,,"Nordics,Africa,Central & South America,UK & Ireland,Germany, Austria & Switzerland,Eastern Europe,Middle East,Asia - Other,China,India,North America,Other Europe,France & Benelux",Other,,,,,"Nordics,Africa,Central & South America,UK & Ireland,Germany, Austria & Switzerland,Eastern Europe,Middle East,Asia - Other,China,India,North America,Other Europe,France & Benelux"
100354549,"Affiliate Marketing Solutions,Consumer Sentiment & Reviews,Artificial Intelligence (inc. Machine Learning),Data Visualization Tools,Autonomous Vehicles,Blockchain & Traceability","Established Retailer or Brand,Large Solution Provider or Technology Company",,,,"Central & South America,Germany, Austria & Switzerland",Consulting & Advisory,,$1 million+ to $5 million,"Affiliate Marketing Solutions,Consumer Sentiment & Reviews,Cause-Based Marketing Solutions,Content Marketing Solutions,Category Management Solutions,Inventory Planning & Optimization Tools",True,"Central & South America,Germany, Austria & Switzerland"
105391297,,,,,,"North America,UK & Ireland,France & Benelux",Finance & Accounting,,,,False,"North America,UK & Ireland,France & Benelux"
101971057,,,,,,,,,,,,
109541929,"App Commerce Platforms,Cross-Border Ecommerce Platforms,Marketplace Platforms,Digital Couponing Solutions & Circulars,Display Marketing Solutions,Influencer Marketing Solutions,Loyalty & Rewards (inc. Rebates) Solutions,Merchandising Assortment Planning & Management","Established Retailer or Brand,Marketing & Digital Agency,Investor (VC, PE or Other)",,,,"Eastern Europe,France & Benelux,UK & Ireland","Other,Store Operations",,$5 million+ to 10 million,"B2B Financing & Lending Solutions,Charitable, Donation & Philanthropic Solutions,Crypto Payments Solutions,BNPL & Customer Installment Lending Solutions",True,"Eastern Europe,France & Benelux,UK & Ireland"
102700995,"Artificial Intelligence (inc. Machine Learning),Business Intelligence Tools,Data Visualization Tools,Ecommerce Platforms,Digital Couponing Solutions & Circulars,Marketplace Platforms,Display Marketing Solutions,Email Marketing Solutions",,,,,"Central & South America,UK & Ireland,Germany, Austria & Switzerland,France & Benelux,Nordics,Southern Europe,Eastern Europe,Other Europe,Australia & New Zealand,China,India,Asia - Other,Middle East,Africa","Consulting & Advisory,Marketing, Advertising & Communications,Finance & Accounting",,$1 million+ to $5 million,"In-Store Analytics,Digital Couponing Solutions & Circulars,Predictive Analytics,Display Marketing Solutions,Email Marketing Solutions,Influencer Marketing Solutions,Location Based Marketing Solutions,Loyalty & Rewards (inc. Rebates) Solutions,Marketing Automation Platforms",True,"Central & South America,UK & Ireland,Germany, Austria & Switzerland,France & Benelux,Nordics,Southern Europe,Eastern Europe,Other Europe,Australia & New Zealand,China,India,Asia - Other,Middle East,Africa"
104662957,,"Established Retailer or Brand,Large Solution Provider or Technology Company,Startup Solution Provider or Technology Company",,,,"North America,UK & Ireland,France & Benelux","Consulting & Advisory,Data, Analytics & Insights,Environmental, Social & Corporate Governance (ESG)",,,,,"North America,UK & Ireland,France & Benelux"
104007468,"Category Management Solutions,Inventory Planning & Optimization Tools,Merchandising Assortment Planning & Management,Product Lifecycle Management (PLM) Solutions,Payroll & Earned Wage Access Solutions,Flexible Labor/Gig Economy Management,Workforce Management Solutions (inc. Staffing)",,,,,"France & Benelux,Southern Europe","Environmental, Social & Corporate Governance (ESG)",,$1 million+ to $5 million,"Category Management Solutions,Inventory Planning & Optimization Tools,App Commerce Platforms,Cross-Border Ecommerce Platforms,Marketplace Platforms,Social Commerce Platforms,Mobile Commerce Platforms,Ecommerce Platforms",True,"France & Benelux,Southern Europe"
107958999,,,,,,North America,Consulting & Advisory,,,Artificial Intelligence (inc. Machine Learning),False,North America
105460631,,,,,,North America,"Environmental, Social & Corporate Governance (ESG)",,,,False,North America
105792541,,,,,,,,,,,,
106772610,,,,,,"Middle East,Central & South America,Other Europe,Eastern Europe,Australia & New Zealand,Germany, Austria & Switzerland,China,Africa","Product Development & Management,Supply Chain, Operations & Fulfillment",,,"Social Media Marketing Solutions,Creative & Design Services",,"Middle East,Central & South America,Other Europe,Eastern Europe,Australia & New Zealand,Germany, Austria & Switzerland,China,Africa"
108167113,"Supply Chain Management Software,Shelf Monitoring Systems,Category Management Solutions,Hiring & Recruitment Solutions,Customer Data Platforms,Media Buying Services,Gift Cards and Digital Gifting Solutions,Content Marketing Solutions",,,False,"Environmental, Social & Corporate Governance (ESG),Product Development & Management,Investing,Sales, BD & Account Management,Store Operations,Legal, Compliance & Risk,Consulting & Advisory,Digital & Ecommerce,Strategy, Innovation & Transformation,Marketing, Advertising & Communications,HR, Talent Acquisition & Workforce Management,Logistics & Transportation (inc. Last-Mile),Partnerships,Customer Experience,Executive Leadership & Board of Directors,Technology & IT,Data, Analytics & Insights","China,Nordics","Other,Research, Content & Journalism,Strategy, Innovation & Transformation",,,,,"China,Nordics"
103096169,,,,,"Strategy, Innovation & Transformation,Partnerships,Customer Experience,Other,Product Development & Management,Investing,Research, Content & Journalism,Procurement & Vendor Management,Data, Analytics & Insights,Merchandising,Consulting & Advisory,HR, Talent Acquisition & Workforce Management,Executive Leadership & Board of Directors,Finance & Accounting,Logistics & Transportation (inc. Last-Mile),Store Operations,Digital & Ecommerce,Legal, Compliance & Risk,Marketing, Advertising & Communications,Supply Chain, Operations & Fulfillment","Asia - Other,India,UK & Ireland",Digital & Ecommerce,,,Workforce Management Solutions (inc. Staffing),,"Asia - Other,India,UK & Ireland"
109255033,,,,,"Finance & Accounting,Research, Content & Journalism,Logistics & Transportation (inc. Last-Mile),Strategy, Innovation & Transformation,Product Development & Management,Merchandising,Legal, Compliance & Risk,Marketing, Advertising & Communications,Investing,Store Operations,Technology & IT,Consulting & Advisory,Procurement & Vendor Management,Sales, BD & Account Management,Customer Experience,Digital & Ecommerce,Other,Data, Analytics & Insights,Partnerships,Environmental, Social & Corporate Governance (ESG)","Australia & New Zealand,Nordics,Africa,UK & Ireland,Southern Europe,India,France & Benelux,Eastern Europe,Middle East","Data, Analytics & Insights,Marketing, Advertising & Communications,Logistics & Transportation (inc. Last-Mile)",,,,False,"Australia & New Zealand,Nordics,Africa,UK & Ireland,Southern Europe,India,France & Benelux,Eastern Europe,Middle East"
104393554,,,,,"Finance & Accounting,Customer Experience,Consulting & Advisory,Procurement & Vendor Management,Environmental, Social & Corporate Governance (ESG),Merchandising,Technology & IT,Logistics & Transportation (inc. Last-Mile),Research, Content & Journalism,Digital & Ecommerce,Legal, Compliance & Risk,Executive Leadership & Board of Directors,Data, Analytics & Insights,Strategy, Innovation & Transformation,Investing,Other","Australia & New Zealand,Germany, Austria & Switzerland,Nordics,UK & Ireland,Eastern Europe,India,Central & South America,North America,Other Europe,China,France & Benelux,Asia - Other,Southern Europe","Sales, BD & Account Management",,$5 million+ to 10 million,,True,"Australia & New Zealand,Germany, Austria & Switzerland,Nordics,UK & Ireland,Eastern Europe,India,Central & South America,North America,Other Europe,China,France & Benelux,Asia - Other,Southern Europe"
106644215,,"Marketing & Digital Agency,Established Retailer or Brand,Startup Retailer or Brand,Professional Services Firm,Startup Solution Provider or Technology Company,Media or Sell Side Analyst,Government,Large Solution Provider or Technology Company,Marketplace or Marketplace Solution,Industry Association or Nonprofit,Investor (VC, PE or Other),Real Estate",,,"Customer Experience,Product Development & Management,Strategy, Innovation & Transformation,Sales, BD & Account Management,Logistics & Transportation (inc. Last-Mile),Investing,Procurement & Vendor Management,Digital & Ecommerce,Merchandising,Data, Analytics & Insights,Marketing, Advertising & Communications,Technology & IT","Australia & New Zealand,India,Other Europe,North America,Southern Europe,Middle East,Asia - Other","Strategy, Innovation & Transformation,Store Operations",,,"Back Office Process & Workflow Automation (inc. RPA),Insurance and Warranty Solutions,App Commerce Platforms,Social Media Services,Digital Marketing Services,NFTs & Tokens,Automated Retail Kiosks,Forecasting & Replenishment Solutions,Automated & Self Checkout Solutions,Ecommerce Platforms",False,"Australia & New Zealand,India,Other Europe,North America,Southern Europe,Middle East,Asia - Other"
106958926,,,,,,"Southern Europe,Nordics,Middle East,Other Europe,Australia & New Zealand,Central & South America,Asia - Other,Africa,Eastern Europe",Merchandising,,,"App Commerce Platforms,Translation & Localization Services,Store Design Services,Sourcing Solutions & Services,Blockchain & Traceability",False,"Southern Europe,Nordics,Middle East,Other Europe,Australia & New Zealand,Central & South America,Asia - Other,Africa,Eastern Europe"
105592801,"Hiring & Recruitment Solutions,B2B Financing & Lending Solutions,Clienteling Solutions,Web Performance & Security Solutions,Creative & Design Services,Multichannel Marketing Platforms,Marketing Automation Platforms",,,,"Digital & Ecommerce,Other,Consulting & Advisory,Procurement & Vendor Management,Data, Analytics & Insights,Environmental, Social & Corporate Governance (ESG),Supply Chain, Operations & Fulfillment,Technology & IT","Other Europe,Africa,China,Eastern Europe,France & Benelux,Australia & New Zealand,India","Customer Experience,Store Operations",,,"Web Performance & Security Solutions,Inventory Planning & Optimization Tools,Delivery (inc. Last Mile) & Pickup Solutions,POS Solutions,Customer Feedback Solutions,Creative & Design Services,Real Estate Brokerage & Advisory Services,B2B Ecommerce Platforms",,"Other Europe,Africa,China,Eastern Europe,France & Benelux,Australia & New Zealand,India"
104642864,,"Professional Services Firm,Startup Solution Provider or Technology Company,Government,Large Solution Provider or Technology Company,Established Retailer or Brand,Marketing & Digital Agency,Real Estate,Startup Retailer or Brand,Higher Education,Marketplace or Marketplace Solution",,,"Merchandising,Strategy, Innovation & Transformation,Investing,Executive Leadership & Board of Directors,Logistics & Transportation (inc. Last-Mile),Supply Chain, Operations & Fulfillment,Legal, Compliance & Risk,Customer Experience,Sales, BD & Account Management,Data, Analytics & Insights","Australia & New Zealand,India,Other Europe,Germany, Austria & Switzerland,Nordics,UK & Ireland,Middle East,Africa,Eastern Europe,Central & South America","Executive Leadership & Board of Directors,Procurement & Vendor Management",,,,False,"Australia & New Zealand,India,Other Europe,Germany, Austria & Switzerland,Nordics,UK & Ireland,Middle East,Africa,Eastern Europe,Central & South America"
101820010,,,,,,North America,Consulting & Advisory,,,Affiliate Marketing Solutions,False,North America
103082873,"Data Visualization Tools,Artificial Intelligence (inc. Machine Learning),Live Chat, Chatbots & Virtual Assistants Solutions,Customer Relationship Management (CRM) Solutions",,,,,North America,"Consulting & Advisory,Data, Analytics & Insights",,,"B2B Financing & Lending Solutions,Charitable, Donation & Philanthropic Solutions,Financing Solutions",False,North America
101515197,"Business Intelligence Tools,In-Store Analytics,Product Data Management Solutions,B2B Financing & Lending Solutions,Charitable, Donation & Philanthropic Solutions,Data Warehousing,Data Integrity & Cybersecurity Solutions",,,,,"North America,UK & Ireland,Germany, Austria & Switzerland","Merchandising,Logistics & Transportation (inc. Last-Mile),Investing",,,"Affiliate Marketing Solutions,Consumer Sentiment & Reviews,Digital Couponing Solutions & Circulars,Content Marketing Solutions,Cause-Based Marketing Solutions",False,"North America,UK & Ireland,Germany, Austria & Switzerland"
